Trigram,Occurrences
of uncapturable whales,1
uncapturable whales because,1
whales because of,1
because of its,2
of its incredible,1
its incredible power,1
incredible power of,1
power of swimming,1
of swimming nevertheless,1
swimming nevertheless the,1
nevertheless the finbacks,1
the finbacks spout,1
finbacks spout is,1
is so similar,1
so similar to,1
similar to the,2
sperm whales that,1
whales that by,1
that by unskilful,1
by unskilful fishermen,1
unskilful fishermen it,1
fishermen it is,1
is often mistaken,1
often mistaken for,1
mistaken for it,1
for it and,3
it and consequently,1
and consequently derick,1
consequently derick and,1
derick and all,1
all his host,1
his host were,1
host were now,1
now in valiant,1
in valiant chase,1
valiant chase of,1
chase of this,1
of this unnearable,1
this unnearable brute,1
unnearable brute the,1
brute the virgin,1
the virgin crowding,1
virgin crowding all,1
crowding all sail,2
all sail made,1
sail made after,1
made after her,1
after her four,1
her four young,1
four young keels,1
young keels and,1
keels and thus,1
and thus they,1
thus they all,1
they all disappeared,1
all disappeared far,1
disappeared far to,1
far to leeward,2
to leeward still,2
leeward still in,1
still in bold,1
in bold hopeful,1
bold hopeful chase,1
hopeful chase oh,1
chase oh many,1
oh many are,1
are the finbacks,1
the finbacks and,1
finbacks and many,1
are the dericks,1
the dericks my,1
dericks my friend,1
my friend chapter,1
friend chapter 82,1
chapter 82 the,1
82 the honour,1
glory of whaling,1
of whaling there,1
whaling there are,1
are some enterprises,1
some enterprises in,1
enterprises in which,1
in which a,1
which a careful,1
a careful disorderliness,1
careful disorderliness is,1
disorderliness is the,1
true method the,1
method the more,1
more i dive,1
i dive into,1
dive into this,1
matter of whaling,1
whaling and push,1
and push my,1
push my researches,1
my researches up,1
researches up to,1
the very springhead,1
very springhead of,1
springhead of it,1
the more am,1
more am i,1
am i impressed,1
i impressed with,1
impressed with its,1
with its great,1
its great honourableness,1
great honourableness and,1
honourableness and antiquity,1
and antiquity and,1
antiquity and especially,1
and especially when,1
especially when i,2
when i find,1
i find so,1
find so many,1
so many great,1
many great demigods,1
great demigods and,1
demigods and heroes,1
and heroes prophets,1
heroes prophets of,1
prophets of all,1
all sorts who,1
sorts who one,1
who one way,1
or other have,1
other have shed,1
have shed distinction,1
shed distinction upon,1
distinction upon it,1
upon it i,1
it i am,1
i am transported,1
am transported with,1
transported with the,1
with the reflection,1
reflection that i,1
that i myself,1
i myself belong,1
myself belong though,1
belong though but,1
though but subordinately,1
but subordinately to,1
subordinately to so,1
to so emblazoned,1
so emblazoned a,1
emblazoned a fraternity,1
a fraternity the,1
fraternity the gallant,1
the gallant perseus,1
gallant perseus a,1
perseus a son,1
son of jupiter,1
of jupiter was,1
jupiter was the,1
the first whaleman,1
first whaleman and,1
whaleman and to,1
to the eternal,1
the eternal honour,1
eternal honour of,1
honour of our,1
our calling be,1
calling be it,1
the first whale,1
first whale attacked,1
whale attacked by,1
attacked by our,1
by our brotherhood,1
our brotherhood was,1
brotherhood was not,1
was not killed,1
not killed with,1
killed with any,1
with any sordid,1
any sordid intent,1
sordid intent those,1
intent those were,1
those were the,1
were the knightly,1
the knightly days,1
knightly days of,1
days of our,1
of our profession,1
our profession when,1
profession when we,1
when we only,1
we only bore,1
only bore arms,1
bore arms to,1
arms to succor,1
to succor the,1
succor the distressed,1
the distressed and,1
distressed and not,1
not to fill,1
to fill mens,1
fill mens lampfeeders,1
mens lampfeeders every,1
lampfeeders every one,1
one knows the,1
knows the fine,1
the fine story,1
fine story of,1
story of perseus,1
of perseus and,2
perseus and andromeda,1
and andromeda how,1
andromeda how the,1
how the lovely,1
the lovely andromeda,1
lovely andromeda the,1
andromeda the daughter,1
the daughter of,1
daughter of a,1
a king was,1
king was tied,1
was tied to,1
tied to a,1
to a rock,1
a rock on,1
rock on the,1
the seacoast and,1
seacoast and as,1
and as leviathan,1
as leviathan was,1
leviathan was in,1
act of carrying,1
of carrying her,1
carrying her off,1
her off perseus,1
off perseus the,1
perseus the prince,1
prince of whalemen,1
of whalemen intrepidly,1
whalemen intrepidly advancing,1
intrepidly advancing harpooned,1
advancing harpooned the,1
harpooned the monster,1
the monster and,1
monster and delivered,1
and delivered and,1
delivered and married,1
and married the,1
married the maid,1
the maid it,1
maid it was,1
was an admirable,1
an admirable artistic,1
admirable artistic exploit,1
artistic exploit rarely,1
exploit rarely achieved,1
rarely achieved by,1
achieved by the,1
the best harpooneers,1
best harpooneers of,1
present day inasmuch,1
day inasmuch as,1
inasmuch as this,1
as this leviathan,2
this leviathan was,1
leviathan was slain,1
was slain at,1
slain at the,1
the very first,1
very first dart,1
first dart and,1
dart and let,1
and let no,1
let no man,1
no man doubt,1
man doubt this,1
doubt this arkite,1
this arkite story,1
arkite story for,1
story for in,1
in the ancient,1
the ancient joppa,1
ancient joppa now,1
joppa now jaffa,1
now jaffa on,1
jaffa on the,1
on the syrian,1
syrian coast in,1
coast in one,1
of the pagan,2
the pagan temples,1
pagan temples there,1
temples there stood,1
there stood for,1
stood for many,1
for many ages,1
many ages the,1
ages the vast,1
the vast skeleton,1
vast skeleton of,2
which the citys,1
the citys legends,1
citys legends and,1
legends and all,1
all the inhabitants,1
the inhabitants asserted,1
inhabitants asserted to,1
be the identical,1
the identical bones,1
identical bones of,1
the monster that,1
monster that perseus,1
that perseus slew,1
perseus slew when,1
slew when the,1
when the romans,1
the romans took,1
romans took joppa,1
took joppa the,1
joppa the same,1
the same skeleton,1
same skeleton was,1
skeleton was carried,1
was carried to,1
carried to italy,1
to italy in,1
italy in triumph,1
in triumph what,1
triumph what seems,1
what seems most,1
seems most singular,1
most singular and,1
singular and suggestively,1
and suggestively important,1
suggestively important in,1
important in this,1
in this story,1
this story is,1
is this it,1
this it was,3
it was from,1
was from joppa,1
from joppa that,1
joppa that jonah,1
that jonah set,1
jonah set sail,1
set sail akin,1
sail akin to,1
akin to the,1
to the adventure,1
the adventure of,1
adventure of perseus,1
perseus and andromedaindeed,1
and andromedaindeed by,1
andromedaindeed by some,1
by some supposed,1
some supposed to,1
to be indirectly,1
be indirectly derived,1
indirectly derived from,1
derived from itis,1
from itis that,1
itis that famous,1
that famous story,1
famous story of,1
story of st,1
of st george,2
st george and,2
george and the,1
and the dragon,1
the dragon which,1
dragon which dragon,1
which dragon i,1
dragon i maintain,1
i maintain to,1
maintain to have,1
whale for in,1
for in many,1
in many old,1
many old chronicles,1
old chronicles whales,1
chronicles whales and,1
whales and dragons,1
and dragons are,1
dragons are strangely,1
are strangely jumbled,1
strangely jumbled together,1
jumbled together and,1
together and often,1
and often stand,1
often stand for,1
stand for each,1
for each other,1
each other thou,1
other thou art,1
thou art as,2
art as a,1
as a lion,1
a lion of,1
lion of the,1
the waters and,2
waters and as,1
as a dragon,1
a dragon of,1
dragon of the,1
the sea saith,1
sea saith ezekiel,1
saith ezekiel hereby,1
ezekiel hereby plainly,1
hereby plainly meaning,1
plainly meaning a,1
meaning a whale,1
whale in truth,1
truth some versions,1
some versions of,1
versions of the,1
the bible use,1
bible use that,1
use that word,1
that word itself,1
word itself besides,1
itself besides it,1
besides it would,1
it would much,1
would much subtract,1
much subtract from,1
subtract from the,1
from the glory,1
the glory of,1
of the exploit,1
the exploit had,1
exploit had st,1
had st george,1
st george but,1
george but encountered,1
but encountered a,1
encountered a crawling,1
a crawling reptile,1
crawling reptile of,1
reptile of the,2
the land instead,1
land instead of,1
instead of doing,1
of doing battle,1
doing battle with,1
battle with the,1
great monster of,1
the deep any,1
deep any man,1
any man may,1
man may kill,1
may kill a,1
kill a snake,1
a snake but,1
snake but only,1
but only a,1
only a perseus,1
a perseus a,1
perseus a st,1
a st george,1
st george a,1
george a coffin,1
a coffin have,1
coffin have the,1
the heart in,1
heart in them,1
in them to,1
them to march,1
to march boldly,1
march boldly up,1
boldly up to,1
a whale let,1
whale let not,1
let not the,2
not the modern,1
the modern paintings,1
modern paintings of,1
paintings of this,1
of this scene,1
this scene mislead,1
scene mislead us,1
mislead us for,1
us for though,1
though the creature,1
the creature encountered,1
creature encountered by,1
encountered by that,1
by that valiant,1
that valiant whaleman,1
valiant whaleman of,1
whaleman of old,1
old is vaguely,1
is vaguely represented,1
vaguely represented of,1
represented of a,1
of a griffinlike,1
a griffinlike shape,1
griffinlike shape and,1
shape and though,1
though the battle,1
the battle is,1
battle is depicted,1
is depicted on,1
depicted on land,1
land and the,1
and the saint,1
the saint on,1
saint on horseback,1
on horseback yet,1
horseback yet considering,1
yet considering the,1
considering the great,1
the great ignorance,1
great ignorance of,1
ignorance of those,1
those times when,1
times when the,1
when the true,1
whale was unknown,1
unknown to artists,1
to artists and,1
artists and considering,1
considering that as,1
as in perseus,1
in perseus case,1
perseus case st,1
case st georges,1
st georges whale,1
georges whale might,1
might have crawled,1
have crawled up,1
crawled up out,1
on the beach,1
the beach and,1
beach and considering,1
that the animal,1
the animal ridden,1
animal ridden by,1
ridden by st,1
by st george,1
st george might,1
george might have,1
have been only,1
been only a,1
only a large,1
a large seal,1
large seal or,1
